"SYMBOL 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","NO. OF SECURITY (POST) 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","MODE OF ACQUISITION 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
",is_insider
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.4,8619.0,8619,Sell,9848406,2023-11-20,Off Market,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.4,206.0,158145,Sell,9866482,2023-11-17,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.4,689.0,531415,Sell,9886688,2023-11-16,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,Other,Equity Shares,0.41,4256.0,4256,Sell,9902120,2023-11-13,Off Market,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.41,607.0,460678,Sell,9906376,2023-11-13,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.41,179.0,134800,Sell,9907229,2023-11-10,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,Other,Equity Shares,0.41,246.0,186687,Sell,9906983,2023-11-13,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.4,13912.0,13912,Sell,9888208,2023-11-13,Off Market,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.41,3027.0,3027,Sell,9908086,2023-11-08,Off Market,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.41,346.0,260030,Sell,9911113,2023-11-08,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.41,189.0,141566,Sell,9907408,2023-11-09,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.41,12631.0,12631,Sell,9912099,2023-11-07,Off Market,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,Other,Equity Shares,0.41,746.0,561050,Sell,9938968,2023-11-06,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.41,1367.0,1028090,Sell,9937601,2023-11-06,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.41,11287.0,11287,Sell,9926314,2023-11-06,Off Market,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,Other,Equity Shares,0.41,88.0,65854,Sell,9926226,2023-11-07,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,Other,Equity Shares,0.41,489.0,366237,Sell,9907597,2023-11-09,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.41,277.0,206888,Sell,9925949,2023-11-07,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,Other,Equity Shares,0.41,1219.0,1219,Sell,9924730,2023-11-07,Off Market,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,Other,Equity Shares,0.41,640.0,480881,Sell,9911459,2023-11-08,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,Other,Equity Shares,0.41,14153.0,14153,Sell,9943587,2023-11-03,Off Market,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.41,484.0,360890,Sell,9957740,2023-11-03,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.41,14492.0,14492,Sell,9958224,2023-11-02,Off Market,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.41,3873.0,3873,Sell,9939714,2023-11-03,Off Market,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? ESOP Plan 2016 A/c,Other,Equity Shares,0.41,30006.0,6316403,Sell,9976305,2023-11-02,Off Market,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,Other,Equity Shares,0.41,3589.0,3589,Sell,9972716,2023-11-02,Off Market,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.41,276.0,201998,Sell,10006311,2023-11-02,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,Other,Equity Shares,0.41,203.0,148495,Sell,10006587,2023-11-02,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.41,16926.0,16926,Sell,10006790,2023-11-01,Off Market,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? OPJ ESOP Plan 2021 A/c,Other,Equity Shares,0.41,480.0,347627,Sell,10024163,2023-11-01,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.41,447.0,323791,Sell,10023716,2023-11-01,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? OPJ ESOP Plan 2021 A/c,Other,Equity Shares,0.41,1904.0,1400384,Sell,10024963,2023-10-31,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? ESOP Plan  2016 A/c,Other,Equity Shares,0.41,8400.0,6178951,Sell,10026867,2023-10-31,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? OPJ ESOP Plan 2021 A/c,Other,Equity Shares,0.41,463.0,339988,Sell,10038359,2023-10-30,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.41,3092.0,2269892,Sell,10035267,2023-10-30,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.41,320.0,235232,Sell,10024643,2023-10-31,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan  2021 A/c,Other,Equity Shares,0.41,626.0,457866,Sell,10056457,2023-10-27,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan  2021 A/c,Other,Equity Shares,0.41,17635.0,17635,Sell,10038822,2023-10-27,Off Market,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ?  OPJ ESOP  Plan 2021 A/c,Other,Equity Shares,0.41,1184.0,865853,Sell,10057083,2023-10-27,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ?  ESOP Plan 2016 A/c,Other,Equity Shares,0.41,1980.0,1448195,Sell,10058267,2023-10-27,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,Other,Equity Shares,0.41,4313.0,3161877,Sell,10111279,2023-10-26,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi  Plan 2021 A/c,Other,Equity Shares,0.41,1812.0,1328384,Sell,10109467,2023-10-26,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ ESOP Plan 2021 A/c,Other,Equity Shares,0.41,49220.0,49220,Sell,10060247,2023-10-26,Off Market,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ ESOP Plan 2021 A/c,Other,Equity Shares,0.42,54982.0,54982,Sell,10115592,2023-10-25,Off Market,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.42,25.0,18752,Sell,10170574,2023-10-23,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? ESOP Plan 2016 A/c,Other,Equity Shares,0.37,18998.0,3065514,Sell,8953023,2024-03-28,Off Market,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? ESOP Plan 2016 A/c,Other,Equity Shares,0.38,208578.0,29998633,Sell,8972021,2024-03-27,Off Market,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,Other,Equity Shares,0.38,61.0,50202,Sell,9193869,2024-03-26,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? ESOP Plan 2016 A/c,Other,Equity Shares,0.38,31729.0,26112779,Sell,9193930,2024-03-26,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.38,72.0,59238,Sell,9180599,2024-03-27,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? ESOP Plan 2016 A/c,Other,Equity Shares,0.38,12875.0,10585901,Sell,9180671,2024-03-27,Market Sale,0,1
JSWSTEEL,JSW Steel Employees Welfare Trust ? JSWSL OPJ Samruddhi Plan 2021 A/c,Other,Equity Shares,0.38,323.0,265827,Sell,9193546,2024-03-26,Market Sale,0,1
BSOFT,Sandeep Malhotra,Employees/Designated Employees,Equity Shares,0.0,1600.0,1154798,Sell,5000,2023-12-29,Market Sale,0,1
BSOFT,Sandeep Malhotra,Employees/Designated Employees,Equity Shares,0.0,170.0,125035,Sell,6600,2023-12-27,Market Sale,0,1
BSOFT,Sandeep Malhotra,Employees/Designated Employees,Equity Shares,0.0,400.0,297437,Sell,6770,2023-12-26,Market Sale,0,1
BSOFT,Sandeep Malhotra,Employees/Designated Employees,Equity Shares,0.0,7170.0,14340,Buy,7170,2023-12-14,ESOP,0,1
BSOFT,Satinder Juneja,Employees/Designated Employees,Equity Shares,0.0,1800.0,1330671,Sell,4236,2023-12-26,Market Sale,0,1
BSOFT,Satinder Juneja,Employees/Designated Employees,Equity Shares,0.0,5736.0,11472,Buy,6036,2023-12-14,ESOP,0,1
BSOFT,Ganesan Karuppanaicker,Employees/Designated Employees,Equity Shares,0.02,15000.0,11002500,Sell,39943,2023-12-22,Market Sale,0,1
BSOFT,Manoj Garde,Employees/Designated Employees,Equity Shares,0.02,1000.0,735500,Sell,40500,2023-12-20,Market Sale,0,1
BSOFT,Deepak Dobriyal,Employees/Designated Employees,Equity Shares,0.03,3000.0,2102705,Sell,90500,2023-12-14,Market Sale,0,1
BSOFT,Deepak Dobriyal,Employees/Designated Employees,Equity Shares,0.03,500.0,355000,Sell,90000,2023-12-15,Market Sale,0,1
BSOFT,Manoj Garde,Employees/Designated Employees,Equity Shares,0.02,5000.0,3642500,Sell,41500,2023-12-15,Market Sale,0,1
BSOFT,Aditya Suresh Dikshit,Employees/Designated Employees,Equity Shares,0.02,6923.0,13846,Buy,62391,2023-12-14,ESOP,0,1
BSOFT,Praveen Siddannavar,Employees/Designated Employees,Equity Shares,0.02,7170.0,14340,Buy,58000,2023-12-14,ESOP,0,1
BSOFT,Raghupartap Singh Sarai,Employees/Designated Employees,Equity Shares,0.0,30500.0,12646825,Buy,30500,2023-12-14,ESOP,0,1
BSOFT,Manoj Garde,Employees/Designated Employees,Equity Shares,0.01,20500.0,1269975,Buy,46500,2023-12-14,ESOP,0,1
BSOFT,Deepak Dobriyal,Employees/Designated Employees,Equity Shares,0.03,13500.0,836325,Buy,93500,2023-12-14,ESOP,0,1
BSOFT,Poonam Jindgar,Employees/Designated Employees,Equity Shares,0.0,10000.0,619500,Buy,23500,2023-12-14,ESOP,0,1
BSOFT,Deepak Dobriyal,Employees/Designated Employees,Equity Shares,0.03,2500.0,1606056,Sell,80000,2023-12-06,Market Sale,0,1
BSOFT,Shashank Varshney,Employees/Designated Employees,Equity Shares,0.01,15000.0,9750000,Sell,18823,2023-12-06,Market Sale,0,1
BSOFT,Praveen Siddannavar,Employees/Designated Employees,Equity Shares,0.02,7675.0,4851888,Sell,50830,2023-12-01,Market Sale,0,1
BSOFT,Poonam Jindgar,Employees/Designated Employees,Equity Shares,0.01,500.0,316250,Sell,13500,2023-11-29,Market Sale,0,1
BSOFT,Poonam Jindgar,Employees/Designated Employees,Equity Shares,0.01,1500.0,922500,Sell,14000,2023-11-24,Market Sale,0,1
BSOFT,Poonam Jindgar,Employees/Designated Employees,Equity Shares,0.01,1115.0,696875,Sell,15500,2023-11-23,Market Sale,0,1
BSOFT,Manoj Garde,Employees/Designated Employees,Equity Shares,0.01,1500.0,931311,Sell,26530,2023-11-16,Market Sale,0,1
BSOFT,Manoj Garde,Employees/Designated Employees,Equity Shares,0.01,530.0,332747,Sell,26000,2023-11-20,Market Sale,0,1
BSOFT,Praveen Siddannavar,Employees/Designated Employees,Equity Shares,0.02,10000.0,6208429,Sell,58505,2023-11-17,Market Sale,0,1
BSOFT,Arun Dinakar Rao,Employees/Designated Employees,Equity Shares,0.05,30000.0,18034500,Sell,116801,2023-11-15,Market Sale,0,1
BSOFT,Aditya Suresh Dikshit,Employees/Designated Employees,Equity Shares,0.02,6000.0,3485904,Sell,55468,2023-11-10,Market Sale,0,1
BSOFT,Aditya Suresh Dikshit,Employees/Designated Employees,Equity Shares,0.02,2000.0,1531201,Sell,60391,2024-03-27,Market Sale,0,1
NAM-INDIA,Saugata Chatterjee,Employees/Designated Employees,Equity Shares,0.0,14000.0,3050200,Buy,17559,2023-12-28,ESOP,0,1
NAM-INDIA,SreeKumar Menon,Employees/Designated Employees,Equity Shares,0.0,10278.0,2081295,Buy,10279,2023-12-28,ESOP,0,1
NAM-INDIA,Vinay Sharma,Employees/Designated Employees,Equity Shares,0.0,48000.0,9720000,Buy,48000,2023-12-28,ESOP,0,1
NAM-INDIA,Ujjwal Sharma,Employees/Designated Employees,Equity Shares,0.0,2000.0,920000,Sell,4274,2023-12-06,Market Sale,0,1
NAM-INDIA,Ujjwal Sharma,Employees/Designated Employees,Equity Shares,0.0,3055.0,782386,Buy,7329,2023-12-28,ESOP,0,1
NAM-INDIA,Vivek Sharma,Employees/Designated Employees,Equity Shares,0.0,1838.0,375412,Buy,2038,2023-12-28,ESOP,0,1
NAM-INDIA,Ram Ratan Singh,Employees/Designated Employees,Equity Shares,0.0,10196.0,3800151,Buy,10790,2023-12-28,ESOP,0,1
NAM-INDIA,Anju Chhajer,Employees/Designated Employees,Equity Shares,0.01,31159.0,6309698,Buy,70820,2023-12-28,ESOP,0,1
NAM-INDIA,Amit Tripathi,Employees/Designated Employees,Equity Shares,0.0,61200.0,12500100,Buy,61416,2023-12-28,ESOP,0,1
NAM-INDIA,Ashutosh Bhargava,Employees/Designated Employees,Equity Shares,0.0,29766.0,11094086,Buy,29766,2023-12-28,ESOP,0,1
NAM-INDIA,HARDAMAN SETH,Employees/Designated Employees,Equity Shares,0.0,16000.0,5897628,Buy,16000,2023-12-28,ESOP,0,1
NAM-INDIA,Manish Srivastava,Employees/Designated Employees,Equity Shares,0.0,6338.0,2362236,Buy,6338,2023-12-28,ESOP,0,1
NAM-INDIA,Pallavi Chauhan,Employees/Designated Employees,Equity Shares,0.0,6264.0,1604210,Buy,15264,2023-12-28,ESOP,0,1
NAM-INDIA,Sundeep Sikka,Director,Equity Shares,0.03,300000.0,66996000,Buy,497500,2023-12-28,ESOP,0,1
NAM-INDIA,Prateek Jain,Employees/Designated Employees,Equity Shares,0.0,525402.0,121266486,Buy,525402,2023-12-28,ESOP,0,1
NAM-INDIA,Samir Rachh,Employees/Designated Employees,Equity Shares,0.0,57686.0,21500149,Buy,57686,2023-12-28,ESOP,0,1
NAM-INDIA,Sambasivarao Burle,Employees/Designated Employees,Equity Shares,0.0,15537.0,6849797,Sell,Nil,2023-12-29,Market Sale,0,1
NAM-INDIA,Kirat Jitendra Desai,Employees/Designated Employees,Equity Shares,0.0,3277.0,694823,Buy,5555,2023-12-28,ESOP,0,1
NAM-INDIA,Aishwarya Deepak,Employees/Designated Employees,Equity Shares,0.0,8765.0,3804256,Sell,Nil,2023-12-28,Market Sale,0,1
NAM-INDIA,Pawan Kumar Nyati,Employees/Designated Employees,Equity Shares,0.0,5100.0,2278470,Sell,3925,2023-12-29,Market Sale,0,1
NAM-INDIA,Akash Singh Rana,Employees/Designated Employees,Equity Shares,0.01,39871.0,17566992,Sell,Nil,2023-12-27,Market Sale,0,1
NAM-INDIA,Kirat Jitendra Desai,Employees/Designated Employees,Equity Shares,0.0,1000.0,445500,Sell,4555,2023-12-29,Market Sale,0,1
NAM-INDIA,Anju Chhajer,Employees/Designated Employees,Equity Shares,0.01,1502.0,673397,Sell,69318,2023-12-29,Market Sale,0,1
NAM-INDIA,Manish Ranjan,Employees/Designated Employees,Equity Shares,0.01,27132.0,12025138,Sell,25000,2023-12-29,Market Sale,0,1
NAM-INDIA,Vaibhav Sahni,Employees/Designated Employees,Equity Shares,0.0,500.0,221475,Sell,3082,2023-12-27,Market Sale,0,1
NAM-INDIA,Prithwijit Mukherjee,Employees/Designated Employees,Equity Shares,0.01,32892.0,14319203,Sell,10,2023-12-28,Market Sale,0,1
NAM-INDIA,Manish Ranjan,Employees/Designated Employees,Equity Shares,0.01,16487.0,7188332,Sell,52132,2023-12-28,Market Sale,0,1
NAM-INDIA,Manish Ranjan,Employees/Designated Employees,Equity Shares,0.01,2772.0,1229521,Sell,68619,2023-12-27,Market Sale,0,1
NAM-INDIA,Sundeep Sikka,Director,Equity Shares,0.05,127500.0,57890575,Sell,197500,2023-12-22,Market Sale,0,1
NAM-INDIA,Ashutosh Bhargava,Employees/Designated Employees,Equity Shares,0.0,16950.0,7746150,Sell,Nil,2023-12-20,Market Sale,0,1
NAM-INDIA,Kirat Jitendra Desai,Employees/Designated Employees,Equity Shares,0.0,4278.0,866295,Buy,4278,2023-12-11,ESOP,0,1
NAM-INDIA,Kirat Jitendra Desai,Employees/Designated Employees,Equity Shares,0.0,2000.0,913000,Sell,2278,2023-12-21,Market Sale,0,1
NAM-INDIA,Meenakshi Dawar,Employees/Designated Employees,Equity Shares,0.0,4000.0,1833600,Sell,6000,2023-12-22,Market Sale,0,1
NAM-INDIA,Sundeep Sikka,Director,Equity Shares,0.06,57378.0,25680098,Sell,325000,2023-12-19,Market Sale,0,1
NAM-INDIA,Samir Rachh,Employees/Designated Employees,Equity Shares,0.0,18595.0,8311403,Sell,Nil,2023-12-19,Market Sale,0,1
NAM-INDIA,Vivek Kishor Kulthe,Employees/Designated Employees,Equity Shares,0.0,6219.0,2988230,Sell,Nil,2023-12-20,Market Sale,0,1
NAM-INDIA,Amit Tripathi,Employees/Designated Employees,Equity Shares,0.0,21957.0,9814685,Sell,216,2023-12-18,Market Sale,0,1
NAM-INDIA,Krishna Poojari,Employees/Designated Employees,Equity Shares,0.0,3241.0,656303,Buy,3241,2023-11-20,ESOP,0,1
NAM-INDIA,Rajesh Derhgawen,Employees/Designated Employees,Equity Shares,0.01,43827.0,19763786,Sell,43000,2023-12-13,Market Sale,0,1
NAM-INDIA,SHALIN P SHAH,Employees/Designated Employees,Equity Shares,0.0,14000.0,6199340,Sell,14394,2023-12-15,Market Sale,0,1
NAM-INDIA,Krishna Poojari,Employees/Designated Employees,Equity Shares,0.0,3241.0,1440430,Sell,Nil,2023-12-18,Market Sale,0,1
NAM-INDIA,Manish Ranjan,Employees/Designated Employees,Equity Shares,0.02,40000.0,18080000,Sell,71391,2023-12-13,Market Sale,0,1
NAM-INDIA,Rajesh Jayaraman,Employees/Designated Employees,Equity Shares,0.0,3000.0,1333470,Sell,600,2023-12-13,Market Sale,0,1
NAM-INDIA,Rajesh Jayaraman,Employees/Designated Employees,Equity Shares,0.0,3500.0,714875,Buy,3600,2023-11-20,ESOP,0,1
NAM-INDIA,Sambasivarao Burle,Employees/Designated Employees,Equity Shares,0.0,15537.0,3152044,Buy,15537,2023-12-11,ESOP,0,1
NAM-INDIA,Manish Ranjan,Employees/Designated Employees,Equity Shares,0.01,52132.0,12156102,Buy,111391,2023-12-11,ESOP,0,1
NAM-INDIA,Rajesh Derhgawen,Employees/Designated Employees,Equity Shares,0.01,43000.0,8707500,Buy,86827,2023-12-11,ESOP,0,1
NAM-INDIA,Pawan Kumar Nyati,Employees/Designated Employees,Equity Shares,0.0,8025.0,1775679,Buy,10525,2023-12-11,ESOP,0,1
NAM-INDIA,Nilufer Shekhawat,Employees/Designated Employees,Equity Shares,0.0,2000.0,745420,Buy,2000,2023-12-11,ESOP,0,1
NAM-INDIA,Anju Chhajer,Employees/Designated Employees,Equity Shares,0.0,39661.0,8031353,Buy,61219,2023-12-11,ESOP,0,1
NAM-INDIA,Aishwarya Deepak,Employees/Designated Employees,Equity Shares,0.0,8765.0,1957400,Buy,8765,2023-12-11,ESOP,0,1
NAM-INDIA,Meenakshi Dawar,Employees/Designated Employees,Equity Shares,0.0,10000.0,2025000,Buy,10000,2023-12-11,ESOP,0,1
NAM-INDIA,Ashish Bhaiyya,Employees/Designated Employees,Equity Shares,0.0,8276.0,1762043,Buy,8276,2023-12-11,ESOP,0,1
NAM-INDIA,Prithwijit Mukherjee,Employees/Designated Employees,Equity Shares,0.0,32892.0,8815163,Buy,32902,2023-12-11,ESOP,0,1
NAM-INDIA,Gurpreet Saini,Employees/Designated Employees,Equity Shares,0.0,22819.0,5126918,Buy,22819,2023-12-11,ESOP,0,1
NAM-INDIA,Sundeep Sikka,Director,Equity Shares,0.01,325000.0,65812500,Buy,382378,2023-12-11,ESOP,0,1
NAM-INDIA,Sheeba K. S.,Employees/Designated Employees,Equity Shares,0.0,24444.0,4949910,Buy,24595,2023-12-11,ESOP,0,1
NAM-INDIA,SHALIN P SHAH,Employees/Designated Employees,Equity Shares,0.0,14394.0,3210367,Buy,28394,2023-12-11,ESOP,0,1
NAM-INDIA,Sanjay Doshi,Employees/Designated Employees,Equity Shares,0.0,29396.0,6564715,Buy,29396,2023-12-11,ESOP,0,1
NAM-INDIA,Akash Singh Rana,Employees/Designated Employees,Equity Shares,0.0,39871.0,8931330,Buy,39871,2023-12-11,ESOP,0,1
NAM-INDIA,GOPAL KHAITAN,Employees/Designated Employees,Equity Shares,0.0,4800.0,2133655,Sell,Nil,2023-12-12,Market Sale,0,1
NAM-INDIA,Anju Chhajer,Employees/Designated Employees,Equity Shares,0.01,21558.0,9666873,Sell,39661,2023-12-12,Market Sale,0,1
NAM-INDIA,Pawan Kumar Nyati,Employees/Designated Employees,Equity Shares,0.0,1500.0,697455,Sell,9025,2023-12-13,Market Sale,0,1
NAM-INDIA,Anju Chhajer,Employees/Designated Employees,Equity Shares,0.0,3255.0,1431396,Sell,21558,2023-12-11,Market Sale,0,1
NAM-INDIA,Abhishek Shilendra Taliwal,Employees/Designated Employees,Equity Shares,0.0,2965.0,643239,Buy,3665,2023-12-11,ESOP,0,1
NAM-INDIA,Rajeev Bhargava,Employees/Designated Employees,Equity Shares,0.0,5700.0,2513073,Sell,1520,2023-12-12,Market Sale,0,1
NAM-INDIA,Mohit Shetty,Employees/Designated Employees,Equity Shares,0.0,14259.0,6473586,Sell,Nil,2023-12-13,Market Sale,0,1
NAM-INDIA,Abhishek Shilendra Taliwal,Employees/Designated Employees,Equity Shares,0.0,2300.0,961746,Sell,700,2023-11-01,Market Sale,0,1
NAM-INDIA,Amit Tripathi,Employees/Designated Employees,Equity Shares,0.0,6500.0,2994745,Sell,22173,2023-12-13,Market Sale,0,1
NAM-INDIA,Ashwin Gopinath,Employees/Designated Employees,Equity Shares,0.0,21327.0,9422269,Sell,220,2023-12-08,Market Sale,0,1
NAM-INDIA,Amit Tripathi,Employees/Designated Employees,Equity Shares,0.01,21327.0,9449591,Sell,28673,2023-12-08,Market Sale,0,1
NAM-INDIA,Vivek Sharma,Employees/Designated Employees,Equity Shares,0.0,1800.0,790740,Sell,200,2023-12-11,Market Sale,0,1
NAM-INDIA,Saugata Chatterjee,Employees/Designated Employees,Equity Shares,0.0,14000.0,6153000,Sell,3559,2023-12-11,Market Sale,0,1
NAM-INDIA,SreeKumar Menon,Employees/Designated Employees,Equity Shares,0.0,2401.0,486203,Buy,2401,2023-11-20,ESOP,0,1
NAM-INDIA,SreeKumar Menon,Employees/Designated Employees,Equity Shares,0.0,2400.0,1062432,Sell,1,2023-12-11,Market Sale,0,1
NAM-INDIA,Vishal Shah,Employees/Designated Employees,Equity Shares,0.0,8003.0,3568682,Sell,Nil,2023-12-07,Market Sale,0,1
NAM-INDIA,Mehul Laxmidas Dama,Employees/Designated Employees,Equity Shares,0.0,13124.0,5793785,Sell,Nil,2023-12-08,Market Sale,0,1
NAM-INDIA,Tejas Sheth,Employees/Designated Employees,Equity Shares,0.0,33582.0,14943990,Sell,Nil,2023-12-06,Market Sale,0,1
NAM-INDIA,Sushil Budhia,Employees/Designated Employees,Equity Shares,0.0,3000.0,1341090,Sell,Nil,2023-12-07,Market Sale,0,1
NAM-INDIA,Ashutosh Bhargava,Employees/Designated Employees,Equity Shares,0.02,100000.0,44804040,Sell,16950,2023-12-07,Market Sale,0,1
NAM-INDIA,Ashwin Gopinath,Employees/Designated Employees,Equity Shares,0.0,21327.0,94222687,Sell,220,2023-12-08,Market Sale,0,1
NAM-INDIA,Sundeep Sikka,Director,Equity Shares,0.03,139765.0,62336068,Sell,57378,2023-12-06,Market Sale,0,1
NAM-INDIA,Brijesh Sharma,Employees/Designated Employees,Equity Shares,0.0,10012.0,4410530,Sell,Nil,2023-12-07,Market Sale,0,1
NAM-INDIA,Aishwarya Deepak,Employees/Designated Employees,Equity Shares,0.0,13148.0,5757425,Sell,Nil,2023-12-11,Market Sale,0,1
NAM-INDIA,Sanjay Doshi,Employees/Designated Employees,Equity Shares,0.0,29432.0,13133515,Sell,Nil,2023-12-07,Market Sale,0,1
NAM-INDIA,B. Arun Sundaresan,Employees/Designated Employees,Equity Shares,0.02,66768.0,30045600,Sell,35000,2023-12-07,Market Sale,0,1
NAM-INDIA,Shashank Shekhar,Employees/Designated Employees,Equity Shares,0.0,3000.0,1344000,Sell,11000,2023-12-06,Market Sale,0,1
NAM-INDIA,Kirat Jitendra Desai,Employees/Designated Employees,Equity Shares,0.0,3000.0,607500,Buy,3000,2023-11-20,ESOP,0,1
NAM-INDIA,Kirat Jitendra Desai,Employees/Designated Employees,Equity Shares,0.0,3000.0,1325400,Sell,Nil,2023-12-06,Market Sale,0,1
NAM-INDIA,Prashant Nair,Employees/Designated Employees,Equity Shares,0.0,9530.0,4183670,Sell,Nil,2023-12-06,Market Sale,0,1
